숙박시설명,시설명(영문),주소,주소(영문),숙박위치(동서방향),숙박위치(남북방향),숙박업소 홈페이지 주소,숙박업소 근처 시티투어 버스 유무,숙박업소 등급,숙박업소 건물 수,숙박업소 객실 수,숙박업소 스탠딩 수,숙박업소 좌석 수,숙박업소 대표메뉴,숙박업소 특징,숙박업소 연중무휴 여부,숙박업소 오픈 시간,숙박업소 종료 시간,성수기시작일,성수기종료일,숙박시설의 휴무 이유,조식 유무,쿠폰 유무,쿠폰 할인율,쿠폰 시작 날짜,쿠폰 마감 날짜,쿠폰 참고사항,주민 사용가능한 쿠폰 유무,주차장 유무,주차장 요금 유무,주차장 세부사항,주차 자동차 합계,주차 버스 합계,숙박 주변 주차장 정보,장애인 시설 유무,산책 유무,신용카드 유무,팁 유무,핸드폰 충전 유무,짐 보관 이유,아동 보육 유무,반려동물 보호 유무,외국인 가이드 유무,근처 관광 정보,근처 쇼핑 정보,근처 외식 정보,근처 숙박 정보,근처 교통 정보
천마모텔,,전라남도 여수시 돌산읍 평사로 745-7,"745-7, Pyeongsa-ro Dolsan-eup, Yeosu-si, Jeollanam-do",378527.275,230737.8055,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,y,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
아리랑힐호텔,,전라남도 여수시 성산3길 21-4,"21-4, Seongsan 3-gil, Yeosu-si, Jeollanam-do",368122.1802,242092.9733,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2016-05-31,2017-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
엑스포1# 호스텔,,전라남도 여수시 돌산읍 강남8길 35-7,"35-7, Gangnam 8-gil Dolsan-eup, Yeosu-si, Jeollanam-do",377174.8869,235895.6608,,n,,0,0,0,0,,,n,,,,,,n,n,20%,2017-06-01,2018-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수카멜리아,,전라남도 여수시 돌산읍 금천1길 45,"45, Geumcheon 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",375031.1571,226859.4793,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수엑스포펜션 호스텔,,전라남도 여수시 돌산읍 돌산로 3394,"3394, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",378074.8045,235799.5593,http://www.ysexpo.co.kr/,n,,1,26,0,0,,"엑스포,펜션,호스텔",n,15:00,10:00,07월 15일,08월 20일,,n,n,,,,,,y,n,,40,10,,,n,y,y,y,n,n,n,y,y,y,y,y,y
추억애 바다 민박,,전라남도 여수시 남면 유송로 262,"262, Yusong-ro Nam-myeon, Yeosu-si, Jeollanam-do",378141.5018,215614.5961,www.doheunle.blog.me,n,,1,4,0,0,,"추억애,바다펜션,바다민박",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,8,1,,,n,n,n,y,n,n,n,n,y,y,y,y,y
용비치관광호스텔,,전라남도 여수시 돌산읍 진두해안길 76,"76, Jinduhaean-gil Dolsan-eup, Yeosu-si, Jeollanam-do",376705.9874,237225.0341,www.yongbeach.com,n, 등급심사중,0,0,0,0,,"용비치관광호스텔,용비치,여수호텔",n,15:00,11:00,07월 01일,08월 31일,,n,n,,,,,,y,n,,9,0,해수청주차장,,n,y,y,y,n,n,n,y,y,y,y,y,y
첫사랑펜션,,전라남도 여수시 돌산읍 향일암로 719,"719, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381125.6373,225110.9837,http://www.firstlove52.com/first/,n,,0,0,0,0,,"첫사랑펜션,첫사랑",n,,,,,,n,n,,,,,,n,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,y
노블호텔,,전라남도 여수시 돌산읍 강남해안로 93,"93, Gangnamhaean-ro Dolsan-eup, Yeosu-si, Jeollanam-do",377149.0743,235666.2191,,n,,0,0,0,0,,"노블,노블호텔",n,15:00,11:00,,,,y,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,y,y,y,y,y,y
여수이순신마리나,,전라남도 여수시 웅천동 1684,"35-42, Yeulmaru-ro, Yeosu-si, Jeollanam-do",370203.4047,238720.2145,,n,,0,0,0,0,,"마리나,요트,여수요트,웅천",y,8:00,21:00,,,,n,n,,,,,,y,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
띠아모(무인텔)호텔,,전라남도 여수시 봉산남6길 12,"12, Bongsannam 6-gil, Yeosu-si, Jeollanam-do",374949.7017,237301.2034,http://tiamomotel.cafe24.com/,n,,1,66,0,0,,"모텔,숙박,띠아모모텔,무인텔",n,15:00,11:00,,,,n,n,"1실당 10,000원",2016-05-31,2017-05-31,"주말, 연휴 및 성수기(7. 13.∼8. 17.) 제외",,y,n,,80,5,,,n,y,y,y,n,n,n,n,y,y,y,y,y
비쥬게스트 하우스,,전라남도 여수시 봉산남7길 11-24,"11-24, Bongsannam 7-gil, Yeosu-si, Jeollanam-do",374976.4011,237276.2055,,n,,1,20,0,0,,"비쥬게스트 하우스,게스트하우스",n,15:00,11:00,,,,n,n,,,,,,y,n,,23,5,,,n,y,y,y,n,n,n,n,n,n,n,n,n
쥬얼리 모텔,,전라남도 여수시 오림4길 53,"53, Orim 4-gil, Yeosu-si, Jeollanam-do",374252.0682,239961.6803,blog.naver.com/helloyeosu,n,,1,18,0,0,,"쥬얼리모텔,모텔,오동도,여수엑스포,해양케이블카,진남제",n,14:00,11:00,07월 01일,08월 30일,,n,n,,,,,y,y,n,,8,0,진남경기주차장(대형차주차가능),,n,y,n,y,n,n,n,n,y,y,y,y,y
노을펜션민박,,전라남도 여수시 남면 직포길 18,"18, Jikpo-gil Nam-myeon, Yeosu-si, Jeollanam-do",376493.0368,212543.945,www.gpld5do.com,n,,0,0,0,0,,"비렁길,비렁길3코스,금오도,펜션민박",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,10,0,,,n,y,y,y,n,n,n,y,y,y,y,y,y
힐링 호텔,,전라남도 여수시 화양면 화양로 1347-1,"1347-1, Hwayang-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",364628.5203,233952.6777, www.여수힐링호텔.com,n,,1,22,0,0,,"힐링호텔,힐링,모텔,호텔,펜션,숙박",n,14:00,11:00,07월 10일,08월 30일,,y,n,,,,,,y,n,,50,5,,,n,y,y,y,n,n,n,n,y,y,y,y,y
쉴만한 들녘,,전라남도 여수시 돌산읍 둔전길 66-3,"66-3, Dunjeon-gil Dolsan-eup, Yeosu-si, Jeollanam-do",379461.0007,228702.1345,,n,,2,4,0,0,,"쉴만한 들녘,한옥,민박",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,5,0,,,n,n,y,y,n,n,n,n,y,y,y,y,y
황진이24시불가마사우나,,전라남도 여수시 거북선공원1길 16,"16, Geobukseongongwon 1-gil, Yeosu-si, Jeollanam-do",369556.19,240463.6003,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2016-05-31,2017-05-31,공휴일 및 주말 제외,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
아시아렌트카,,전라남도 여수시 오림1길 2,"2, Orim 1-gil, Yeosu-si, Jeollanam-do",374349.3332,240117.7024,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2016-05-31,2017-05-31,3일 이상 이용시 20% 할인,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수거북선호,,전라남도 여수시 돌산읍 돌산로 3617-18,"3617-18, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",376108.5221,236871.3279,,n,,0,0,0,0,,,n,,,,,,n,n,20%,2016-05-31,2017-05-31,,,y,y,,0,0,오동도 입구 주차,,n,n,n,n,n,n,n,n,y,y,y,y,y
이사부크루즈,,전라남도 여수시 돌산읍 돌산로 3617-18,"3617-18, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",376108.5221,236871.3279,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2020-09-01,2020-07-19,"정상요금 : 해상관광크루즈 19,000원, 낭만밤바다크루즈 23,000원, 야경불꽃크루즈 35,000원",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
 여수지뜨펜션(지뜨호스텔) GITE,,전라남도 여수시 여수시민로 1,"1, Yeosusimin-ro, Yeosu-si, Jeollanam-do",369276.3084,240290.5982, www.giteyeosu.com,n,,1,23,0,0,,"여수펜션,여수여행코스,여수케이블카,오동도,수영장펜션",n,15:00,11:00,,,,n,n,20%,2017-06-01,2018-05-31,"성수기,주말 제외",,n,n,,30,10,여수시 공영주차장,,n,y,y,y,n,n,n,y,y,y,y,y,y
1004호스텔,,전라남도 여수시 동문로 57,"57, Dongmun-ro, Yeosu-si, Jeollanam-do",376438.3807,238251.6193,1004hostel.modoo.at / www.1004hostel.co.kr,n,,1,15,0,0,,"게스트하우스,숙박,1004호스텔,천사호스텔",n,15:00,11:00,07월 15일,08월 20일,,y,n,,,,,,y,n,,0,0,공영주차장(대형차주차가능),,n,y,y,y,n,n,n,y,y,y,y,y,y
가우디 힐링 펜션,,전라남도 여수시 돌산읍 평사로 274-118,"274-118, Pyeongsa-ro Dolsan-eup, Yeosu-si, Jeollanam-do",376748.7389,228735.0162,www.internet.com,n,,1,4,0,0,,"가우디 힐링 민박,민박",n,14:00,11:00,07월 15일,08월 24일,,n,n,,,,,,y,n,,20,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
정현펜션,,전라남도 여수시 돌산읍 강남로 39,"39, Gangnam-ro Dolsan-eup, Yeosu-si, Jeollanam-do",377351.6542,235769.4333,www.정현펜션.com,n,,1,33,0,0,,"정현펜션,여수펜션",n,13:00,11:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,10,0,,,n,y,y,y,n,n,n,y,y,y,y,y,y
까치펜션,,전라남도 여수시 돌산읍 돌산로 3131,"3131, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",,,http://blog.naver.com/frksky,n,,1,4,0,0,,"까치펜션,펜션",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,6,0,,,n,y,y,y,n,n,n,n,y,y,y,y,y
낭만밤바다펜션리조트,,전라남도 여수시 이순신광장로 159,"159, Isunsingwangjang-ro, Yeosu-si, Jeollanam-do",376605.9472,237978.9219,,n,,0,0,0,0,,,n,,,,,,n,n,객실당 2만원,2017-06-01,2018-05-31,"전화예약만 가능, 개별고객에 한함 (단체 불가) / 할인금액에 상당한 부가서비스 대체가능",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
해가람하우스,,전라남도 여수시 돌산읍 평사로 148,"148, Pyeongsa-ro Dolsan-eup, Yeosu-si, Jeollanam-do",380757.9782,229479.2431,,n,특2급,7,32,0,0,,"해가람하우스,펜션,돌산도",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,10,5,,,n,y,n,y,n,n,n,y,y,y,y,y,y
여수 흥국사 외국인템플스테이,,전라남도 여수시 흥국사길 160,"160, Heungguksa-gil, Yeosu-si, Jeollanam-do",372785.2774,247013.0049,www.templestay.com,n,,0,0,0,0,,"여수 흥국사,외국인템플스테이,템플,스테이",n,15:00,11:00,,,,y,n,,,,,,n,n,,0,0,,,n,n,n,n,n,n,n,y,y,y,y,y,y
잠자리 게스트하우스,,전라남도 여수시 관문서7길 8-8,"8-8, Gwanmunseo 7-gil, Yeosu-si, Jeollanam-do",376466.4738,238455.5189,www.yeosujamjari.com,n,,1,6,0,0,,"여수게스트하우스,여수잠자리,편안한잠자리,가족여행,여수여행",n,15:00,11:00,07월 14일,08월 26일,,y,n,,,,,,n,n,,0,0,,,n,y,y,y,n,n,n,y,y,y,y,y,y
마루민박펜션,,전라남도 여수시 화양면 화양로 143,"143, Hwayang-ro, Hwayang-myeon, Yeosu-si, Jeollanam-do",366016.4761,231709.0453,www.ysmaru.co.kr,n,,1,4,0,0,,"백야도펜션,여수의 섬여행",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,10,0,,,n,n,y,y,n,n,n,y,y,y,y,y,y
25 모텔,,전라남도 여수시 여문문화2길 65,"65, Yeomunmunhwa 2-gil, Yeosu-si, Jeollanam-do",,,,n,,1,20,0,0,,"여수모텔,여수숙박,여수25,여수25모텔",n,16:00,13:00,06월 10일,08월 30일,,y,n,,,,,,y,n,,15,0,,,n,y,y,y,n,n,n,n,y,y,y,y,y
여수황토펜션,,전라남도 여수시 소라면 서부로 888-37,"888-37, Seobu-ro Sora-myeon, Yeosu-si, Jeollanam-do",,,www.6866868.co.kr,n,,9,13,0,0,,"여수펜션,여수여자만,갯벌체험,가족펜션,커플펜션,힐링펜션,웰빙펜션",n,14:00,11:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,15,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
바다해펜션,,전라남도 여수시 화양면 소호로,"117, Soho-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",366791.3254,235986.4306,http://바다해펜션.com/,n,,2,4,0,0,,,n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,10,1,,,n,n,n,y,n,n,y,n,y,y,y,y,y
오션힐 모텔,,전라남도 여수시 학동서1길 13,"13, Hakdongseo 1-gil, Yeosu-si, Jeollanam-do",369281.2849,240836.7005,,n,,1,14,0,0,,,n,,,07월 10일,08월 30일,,n,n,,,,,,y,n,,4,0,바로 맞은편 무료 주차 가능,,n,y,y,y,n,n,n,y,y,n,n,n,n
여수모텔,,전라남도 여수시 오림2길 12,"12, Orim 2-gil, Yeosu-si, Jeollanam-do",374161.0742,239918.1753,,n,,1,24,0,0,,,n,15:00,12:00,08월 01일,08월 30일,,n,n,,,,,,y,n,,5,0,고속터미널뒷편 진남경기장내 및 정문 앞쪽 도로 ,,n,y,y,y,n,n,y,y,y,n,n,n,n
씨스타 호스텔,,전라남도 여수시 소호1길 40,"40, Soho 1-gil, Yeosu-si, Jeollanam-do",,,http://seastarhostel.com,n,,1,21,0,0,,"씨스타호스텔,여수펜션,여수숙박,여수여행",n,15:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,9,1,,,n,y,y,y,n,n,n,y,y,y,y,y,y
G 모텔,,전라남도 여수시 여문1로 43-7,"43-7, Yeomun 1-ro, Yeosu-si, Jeollanam-do",373146.7874,239379.7626,http://blog.naver.com/gahxpf2,n,,1,30,0,0,,"G모텔,모텔,숙박",n,14:00,12:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,18,0,,,n,y,n,y,n,n,y,n,y,y,y,y,y
하림각 모텔,,전라남도 여수시 연등8길 17-1,"17-1, Yeondeung 8-gil, Yeosu-si, Jeollanam-do",374761.7649,239800.9846,,n,일반 모텔,7,12,0,0,,"하림각모텔,모텔,숙박",n,8:00,10:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,0,10,,,n,y,n,y,n,n,n,n,y,y,y,y,y
여수쉼터펜션,,전라남도 여수시 율촌면 서부로 1089,"1089, Seobu-ro Yulchon-myeon, Yeosu-si, Jeollanam-do",,,http://yeosushelter.com/,n,,1,5,0,0,,"여수쉼터펜션,여수펜션,순천펜션,펜션",n,15:00,10:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,7,0,,,n,n,n,y,n,n,n,n,y,y,y,y,y
분두골민박,,전라남도 여수시 소라면 서부로 1022-4,"1022-4, Seobu-ro Sora-myeon, Yeosu-si, Jeollanam-do",,,http://blog.naver.com/mojil2000?Redirect=Log&logNo=220558142116,n,,1,2,0,0,,"분두골민박,여자만민박,여수민박펜션",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,5,2,,,n,n,y,y,n,n,n,n,y,y,y,y,y
대호팬션민박,,전라남도 여수시 남면 서고지길 46,"46, Seogoji-gil Nam-myeon, Yeosu-si, Jeollanam-do",381672.67,209051.3941,http://blog.naver.com/hoanhee1223,y,,1,5,0,0,,"대호펜션,섬여행 낚시,비령길팬션,숙박,낚시터",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,15,2,,,n,n,y,y,n,n,n,n,y,y,y,y,y
파라다이스 스파 호스텔,,전라남도 여수시 오동도로 66,"66, Odongdo-ro, Yeosu-si, Jeollanam-do",377239.167,238380.0265,http://ysparaspa.com,n,,1,14,0,0,,"파라다이스,스파,호스텔,해상케이블카,오동도,아쿠아리움,여수밤바다,빅오쇼",n,15:00,11:00,07월 10일,08월 30일,,n,n,10%,2017-06-01,2018-05-31,"하계 성수기, 토요일, 준성수기 제외",,y,n,,6,0,박람회장(대형차주차가능),,n,y,y,y,n,n,n,y,y,y,y,y,y
갯가솔향 민박 ,,전라남도 여수시 돌산읍 계동로 547,"547, Gyedong-ro Dolsan-eup, Yeosu-si, Jeollanam-do",379630.2018,231470.4312,www.seasidepines.co.kr ,n,,1,2,0,0,,"갯가솔향,민박,숙박,여수 바닷가",n,15:00,11:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,8,0,전남해양수산과학관,,n,n,n,y,n,n,n,y,y,y,y,y,y
개도민박,,전라남도 여수시 화정면 개도별촌길 71-12,"71-12, Gaedobyeolchon-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",369796.7826,220276.248,http://blog.naver.com/prologoa,n,,3,4,0,0,,"개도민박,섬여행,바닷가,신축",n,,,07월 10일,08월 30일,,n,n,,,,,,n,n,,2,0,언덕 아래 입구에 추가주차 가능,,n,n,y,y,n,n,n,n,y,y,y,y,y
호텔 유,,전라남도 여수시 시청동2길 16,"16, Sicheongdong 2-gil, Yeosu-si, Jeollanam-do",369461.101,240176.9022,,n,,0,40,0,0,,"여수숙박,여수모텔,여수호텔",n,16:00,13:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,15,9, 여수시청(대형차주차가능)주말무료,,n,y,y,y,n,n,n,y,y,y,y,y,y
비엔에프 호텔(B&F HOTEL),,전라남도 여수시 선소로 15-4,"15-4, Seonso-ro, Yeosu-si, Jeollanam-do",369388.8023,239956.1087,www.bnfhotel.co.kr,n,일반(우수),1,24,0,0,,"비엔에프호텔,여수추천숙박,여수추천낚시,여수추천게스트하우스",n,14:00,12:00,07월 10일,08월 30일,,y,n,10%,2017-06-01,2018-05-31,,,n,n,,15,0,여수시청(대형차주차가능),,n,y,y,y,n,n,y,y,y,y,y,y,y
지인 호스텔&게스트하우스,,전라남도 여수시 돌산읍 강남2길 42-2,"42-2, Gangnam 2-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,http://blog.naver.com/jiinbill,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,"성수기, 공휴일과 연결된 주말 제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
호스텔 폴로니아,,전라남도 여수시 동문로 139,"139, Dongmun-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,"주말,공휴일,성수시(하계)제외 등",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
아라&마루,,전라남도 여수시 봉산2로 31-1,"31-1, Bongsan 2-ro, Yeosu-si, Jeollanam-do",375038.902,237232.6077,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,"주말, 공휴일, 성수시(하계)제외 / 쿠폰 사용전 잔여객실 여부확인 1인 추가시 1인당 1만원",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
황금들녘 펜션,,전라남도 여수시 화양면 옥천로 1380,"1380, Okcheon-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
이하우스 모텔,,전라남도 여수시 오림4길 61,"61, Orim 4-gil, Yeosu-si, Jeollanam-do",374309.3709,239923.1833,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,주말제외,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
여수 썬비치 펜션,,전라남도 여수시 이순신광장로 165,"165, Isunsingwangjang-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,객실당 2만원,2017-06-01,2018-05-31,"전화예약만가능, 개별고객에 한함 (단체 불가), 할인금액에 상당한 부가서비스 대체가능 (숯, 자이글대여)",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수inn게스트하우스,,전라남도 여수시 공화남2길 16-1,"16-1, Gonghwanam 2-gil, Yeosu-si, Jeollanam-do",376644.173,238567.6222,,n,,0,0,0,0,,,n,,,,,,n,n,5%,2017-06-01,2018-05-31,"성수기, 주말 제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
아리아 펜션&리조트,,전라남도 여수시 망양로 185,"185, Mangyang-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,15%,2017-06-01,2018-05-31,"연휴,성수기,주말,12/31 제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수로 게스트하우스,,전라남도 여수시 공화북6길 2,"2, Gonghwabuk 6-gil, Yeosu-si, Jeollanam-do",376799.3682,238910.4242,,n,,0,0,0,0,,,n,,,,,,n,n,15%,2017-06-01,2018-05-31,"주말(금요일,토요일),공휴일,성수기(하계)제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
블루밍펜션,,전라남도 여수시 돌산읍 진모1길 29-37,"29-37, Jinmo 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,30%,2017-06-01,2018-05-31,"주말, 공휴일(전날), 준성수기, (준)성수기(하계),x-mas, 연말연시 제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
거북선 호스텔,,전라남도 여수시 봉산남2길 23-12,"23-12, Bongsannam 2-gil, Yeosu-si, Jeollanam-do",374849.2009,237429.4983,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,할인은 2층 객실에 적용,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
MJ관광호스텔,,전라남도 여수시 오동도로 86,"86, Odongdo-ro, Yeosu-si, Jeollanam-do",377400.268,238288.0365,http://www.mjhostel.com/a/,n,,0,0,0,0,,,n,,,,,,n,n,5%,2017-06-01,2018-05-31,"주말,공휴일,성수기(하계)제외 / 10인이상 단체관광객 제외/오션뷰 1만원 추가",,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수꽃날펜션,,전라남도 여수시 돌산읍 진모1길 29-35,"29-35, Jinmo 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",377955.9051,234280.9037,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
마린베이 호텔,,전라남도 여수시 시청로 6길 15,"6, Sicheong-ro, Yeosu-si, Jeollanam-do",369376.9894,240512.4055,,n,,0,0,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,2인 객실에 추가 인원 발생시 추가요금은 할인안됨 / 7월15일부터 8월 20일까지 할인 제외,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
두산민박,,전라남도 여수시 삼산면 초도로 645,"645, Chodo-ro Samsan-myeon, Yeosu-si, Jeollanam-do",330775.2022,182622.7371,,n,,0,0,0,0,,"두산민박,민박,호텔",n,,,,,,n,n,,,,,,n,n,,0,0,,,n,y,y,y,n,n,n,n,n,n,n,n,n
개도중앙펜션,,전라남도 여수시 화정면 개도화산길 38-2,"38-2, Gaedohwasan-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",369152.1037,219323.4416,http://gaedo.modoo.at/,n,,0,0,0,0,,"개도,개도중앙펜션,펜션,숙박,민박,식당",n,,,07월 10일,08월 30일,,n,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
레브 펜션,,전라남도 여수시 화양면 화양로 798-33,"798-33, Hwayang-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",366134.5556,230807.4213,,n,,7,7,0,0,,"여수펜션,여수카페,화양면,오션뷰펜션,레브",n,15:00,11:00,07월 20일,08월 19일,,n,n,,,,,,y,n,,40,0,해뜨는 언덕주차장,,n,y,y,y,n,n,n,y,y,y,y,y,y
리움 스파 호스텔,,전라남도 여수시 돌산읍 진두해안길 72,"72, Jinduhaean-gil Dolsan-eup, Yeosu-si, Jeollanam-do",376677.6963,237230.9295,http://www.lium.co.kr/,n,,1,20,0,0,,"리움스파호스텔,돌산펜션,여수 엑스포펜션,전망좋은펜션,전객실스파,전객실여수바다뷰",n,15:00,11:00,07월 22일,08월 26일,,y,n,,,,,,y,n,,6,0,,,n,y,y,y,n,n,n,n,y,y,y,y,y
쉼 게스트 하우스,,전라남도 여수시 소호6길,"7-9, Soho 6-gil, Yeosu-si, Jeollanam-do",367959.4208,238130.281,,n,"호스텔,펜션",1,8,0,0,,"쉼 게스트 하우스,여수게스트하우스,동동다리,전객실 오션뷰,모텔,숙박",n,15:00,11:00,07월 15일,08월 15일,,y,n,,,,,,y,n,,30,10,여수소호요트장(대형차주차가능),,n,y,y,y,n,n,n,y,y,y,y,y,y
스위트모텔,,전라남도 여수시 둔덕2길 6-2,"6-2, Dundeok 2-gil, Yeosu-si, Jeollanam-do",372901.659,241032.8536,,n,,1,21,0,0,,,n,12:00,12:00,07월 01일,08월 30일,,n,n,10%,,,,y,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,y
호텔앙코르,,전라남도 여수시 시청동2길 33,"33, Sicheongdong 2-gil, Yeosu-si, Jeollanam-do",369379.4018,239992.3024,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,y,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
오페라모텔,,전라남도 여수시 돌산읍 강남1길 39-17,"39-17, Gangnam 1-gil, Dolsan-eup, Yeosu-si, Jeollanam-do",377295.7091,235768.7505,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,y,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
여수그레이스펜션,,전라남도 여수시 화양면 옥천로 1063-5,"1063-5, Okcheon-ro, Hwayang-myeon, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,y,n,n,,0,0,,,n,n,n,n,n,n,n,n,n,n,n,n,n
갤러리 민박,,전라남도 여수시 종고산길 68-1,"68-1, Jonggosan-gil, Yeosu-si, Jeollanam-do","127.7296883,3247",34.7472509,https://blog.naver.com/slhm4226/221077410394,n,,1,2,0,0,,,n,14:00,11:00,06월 01일,08월 30일,,n,n,,,,,n,y,n,,4,0,아랫 도로변 주차 가능지역,,n,y,y,y,n,n,n,n,y,n,y,y,n
아그리나 요트,,전라남도 여수시 웅천남2로 12,"12, Ungcheonnam 2-ro, Yeosu-si, Jeollanam-do",,,http://www.agrinayacht.com,n,,0,0,0,0,,"아그리나 요트,아그리나,요트,여수여행,요트투어",y,5:00,22:00,,,,n,n,40%,2020-07-01,2020-07-19,"가막만코스(50분) 정상요금 50,000원<br>오동도코스(150분) 정상요금 100,000원",n,y,n,,40,5,,,n,n,n,n,n,n,n,n,y,n,y,y,n
